Year Published,Unit Code,Unit Name,Item,,2023-2024,2022-2023,2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2011 Target,2013 Target
FY2024,1B1-KR-KR0-607,Krannert Art Museum,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-607,Krannert Art Museum,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KR-KR0-644,FAA Courses,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KR-KR0-644,FAA Courses,9520,% Sections using ICES,,43.9,40,52.6,22,60.5,63.9,57.1,40.6,39.5,,
FY2024,1B1-KR-KR0-644,FAA Courses,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-644,FAA Courses,9560,Top 10% Faculty,,13,27,28,67,35,35,33,38,23,,
FY2024,1B1-KR-KR0-644,FAA Courses,9580,Next 20% Faculty,,0,20,6,22,26,30,39,31,31,,
FY2024,1B1-KR-KR0-644,FAA Courses,9600,Middle 40% Faculty,,47,20,50,11,30,30,22,23,38,,
FY2024,1B1-KR-KR0-644,FAA Courses,9620,Next 20% Faculty,,27,27,17,0,9,4,6,8,8,,
FY2024,1B1-KR-KR0-644,FAA Courses,9640,Bottom 10% Faculty,,13,7,0,0,0,0,0,0,0,,
FY2024,1B1-KR-KR0-644,FAA Courses,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-644,FAA Courses,9680,Top 10% TA,,0,0,0,,67,,50,,50,,
FY2024,1B1-KR-KR0-644,FAA Courses,9700,Next 20% TA,,33,0,0,,33,,50,,50,,
FY2024,1B1-KR-KR0-644,FAA Courses,9720,Middle 40% TA,,0,100,0,,0,,0,,0,,
FY2024,1B1-KR-KR0-644,FAA Courses,9740,Next 20% TA,,67,0,50,,0,,0,,0,,
FY2024,1B1-KR-KR0-644,FAA Courses,9760,Bottom 10% TA,,0,0,50,,0,,0,,0,,
FY2024,1B1-KR-KR0-644,FAA Courses,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KR-KR0-663,FAA General,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KR-KR0-663,FAA General,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KR-KR0-663,FAA General,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-663,FAA General,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-663,FAA General,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-663,FAA General,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-663,FAA General,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-663,FAA General,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-663,FAA General,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-663,FAA General,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-663,FAA General,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-663,FAA General,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-663,FAA General,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-663,FAA General,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-663,FAA General,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KR-KR0-690,Japan House,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KR-KR0-690,Japan House,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KR-KR0-690,Japan House,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-690,Japan House,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-690,Japan House,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-690,Japan House,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-690,Japan House,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-690,Japan House,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-690,Japan House,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-690,Japan House,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-690,Japan House,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-690,Japan House,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-690,Japan House,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-690,Japan House,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-690,Japan House,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KR-KR0-733,Urban & Regional Planning,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KR-KR0-733,Urban & Regional Planning,9520,% Sections using ICES,,87.8,82.1,75,44.6,62.8,73.2,80.5,85.2,82.9,,
FY2024,1B1-KR-KR0-733,Urban & Regional Planning,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-733,Urban & Regional Planning,9560,Top 10% Faculty,,2,11,2,8,7,2,8,2,7,,
FY2024,1B1-KR-KR0-733,Urban & Regional Planning,9580,Next 20% Faculty,,36,18,29,23,20,18,8,18,9,,
FY2024,1B1-KR-KR0-733,Urban & Regional Planning,9600,Middle 40% Faculty,,45,53,44,58,54,55,52,45,63,,
FY2024,1B1-KR-KR0-733,Urban & Regional Planning,9620,Next 20% Faculty,,10,16,20,12,12,14,21,22,17,,
FY2024,1B1-KR-KR0-733,Urban & Regional Planning,9640,Bottom 10% Faculty,,7,3,5,0,7,11,10,12,4,,
FY2024,1B1-KR-KR0-733,Urban & Regional Planning,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-733,Urban & Regional Planning,9680,Top 10% TA,,13,16,0,7,8,13,0,10,0,,
FY2024,1B1-KR-KR0-733,Urban & Regional Planning,9700,Next 20% TA,,23,19,21,13,38,31,22,20,27,,
FY2024,1B1-KR-KR0-733,Urban & Regional Planning,9720,Middle 40% TA,,50,45,53,47,38,31,33,40,41,,
FY2024,1B1-KR-KR0-733,Urban & Regional Planning,9740,Next 20% TA,,10,10,16,27,15,13,44,20,23,,
FY2024,1B1-KR-KR0-733,Urban & Regional Planning,9760,Bottom 10% TA,,3,10,11,7,0,13,0,10,9,,
FY2024,1B1-KR-KR0-733,Urban & Regional Planning,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KR-KR0-767,Architecture,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KR-KR0-767,Architecture,9520,% Sections using ICES,,59.5,59.3,68.8,37.2,64.1,56.1,55.8,54,57.4,,
FY2024,1B1-KR-KR0-767,Architecture,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-767,Architecture,9560,Top 10% Faculty,,10,10,5,18,15,20,18,15,15,,
FY2024,1B1-KR-KR0-767,Architecture,9580,Next 20% Faculty,,24,21,22,22,32,20,22,26,35,,
FY2024,1B1-KR-KR0-767,Architecture,9600,Middle 40% Faculty,,35,36,32,39,40,33,35,40,32,,
FY2024,1B1-KR-KR0-767,Architecture,9620,Next 20% Faculty,,16,19,23,18,7,20,17,17,12,,
FY2024,1B1-KR-KR0-767,Architecture,9640,Bottom 10% Faculty,,15,14,18,2,5,8,8,2,7,,
FY2024,1B1-KR-KR0-767,Architecture,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-767,Architecture,9680,Top 10% TA,,8,11,10,21,26,46,22,17,0,,
FY2024,1B1-KR-KR0-767,Architecture,9700,Next 20% TA,,25,0,12,32,28,19,56,17,11,,
FY2024,1B1-KR-KR0-767,Architecture,9720,Middle 40% TA,,53,56,54,37,33,23,22,33,56,,
FY2024,1B1-KR-KR0-767,Architecture,9740,Next 20% TA,,6,22,20,5,8,8,0,17,22,,
FY2024,1B1-KR-KR0-767,Architecture,9760,Bottom 10% TA,,8,11,4,5,5,4,0,17,11,,
FY2024,1B1-KR-KR0-767,Architecture,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KR-KR0-801,Dance,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KR-KR0-801,Dance,9520,% Sections using ICES,,44,37.2,38.2,13.6,50.3,41.2,39.5,44.7,48.6,,
FY2024,1B1-KR-KR0-801,Dance,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-801,Dance,9560,Top 10% Faculty,,2,3,10,8,54,50,50,44,27,,
FY2024,1B1-KR-KR0-801,Dance,9580,Next 20% Faculty,,18,18,13,46,23,28,31,32,35,,
FY2024,1B1-KR-KR0-801,Dance,9600,Middle 40% Faculty,,30,34,44,31,16,14,19,21,27,,
FY2024,1B1-KR-KR0-801,Dance,9620,Next 20% Faculty,,30,32,18,0,7,8,0,2,5,,
FY2024,1B1-KR-KR0-801,Dance,9640,Bottom 10% Faculty,,20,13,15,15,0,0,0,2,5,,
FY2024,1B1-KR-KR0-801,Dance,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-801,Dance,9680,Top 10% TA,,7,10,4,67,64,46,67,46,33,,
FY2024,1B1-KR-KR0-801,Dance,9700,Next 20% TA,,17,17,7,22,8,23,7,27,26,,
FY2024,1B1-KR-KR0-801,Dance,9720,Middle 40% TA,,24,30,37,11,16,23,13,12,30,,
FY2024,1B1-KR-KR0-801,Dance,9740,Next 20% TA,,21,13,26,0,12,0,7,8,7,,
FY2024,1B1-KR-KR0-801,Dance,9760,Bottom 10% TA,,31,30,26,0,0,8,7,8,4,,
FY2024,1B1-KR-KR0-801,Dance,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KR-KR0-883,Theatre,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KR-KR0-883,Theatre,9520,% Sections using ICES,,15.6,13.2,17.3,7.9,14.2,18,15.5,27.6,25.7,,
FY2024,1B1-KR-KR0-883,Theatre,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-883,Theatre,9560,Top 10% Faculty,,9,13,5,30,44,44,40,44,37,,
FY2024,1B1-KR-KR0-883,Theatre,9580,Next 20% Faculty,,9,16,12,17,29,21,31,20,29,,
FY2024,1B1-KR-KR0-883,Theatre,9600,Middle 40% Faculty,,24,37,36,43,10,15,17,26,29,,
FY2024,1B1-KR-KR0-883,Theatre,9620,Next 20% Faculty,,28,24,31,4,12,12,6,7,6,,
FY2024,1B1-KR-KR0-883,Theatre,9640,Bottom 10% Faculty,,30,11,17,4,5,8,6,3,0,,
FY2024,1B1-KR-KR0-883,Theatre,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-883,Theatre,9680,Top 10% TA,,11,0,11,100,25,33,21,50,44,,
FY2024,1B1-KR-KR0-883,Theatre,9700,Next 20% TA,,11,13,11,0,0,50,36,15,41,,
FY2024,1B1-KR-KR0-883,Theatre,9720,Middle 40% TA,,22,0,22,0,25,17,36,30,15,,
FY2024,1B1-KR-KR0-883,Theatre,9740,Next 20% TA,,22,50,44,0,50,0,7,0,0,,
FY2024,1B1-KR-KR0-883,Theatre,9760,Bottom 10% TA,,33,38,11,0,0,0,0,5,0,,
FY2024,1B1-KR-KR0-883,Theatre,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KR-XXX-XXX,Fine & Applied Arts,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KR-XXX-XXX,Fine & Applied Arts,9520,% Sections using ICES,,34.1,33.9,38.4,22.5,42,41.2,42.5,44.5,44.3,,
FY2024,1B1-KR-XXX-XXX,Fine & Applied Arts,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-XXX-XXX,Fine & Applied Arts,9560,Top 10% Faculty,,6,9,7,27,31,30,31,29,24,,
FY2024,1B1-KR-XXX-XXX,Fine & Applied Arts,9580,Next 20% Faculty,,17,19,15,24,26,25,25,25,26,,
FY2024,1B1-KR-XXX-XXX,Fine & Applied Arts,9600,Middle 40% Faculty,,33,36,35,33,30,30,29,30,33,,
FY2024,1B1-KR-XXX-XXX,Fine & Applied Arts,9620,Next 20% Faculty,,25,23,25,12,10,11,10,10,13,,
FY2024,1B1-KR-XXX-XXX,Fine & Applied Arts,9640,Bottom 10% Faculty,,19,14,19,4,3,5,5,5,5,,
FY2024,1B1-KR-XXX-XXX,Fine & Applied Arts,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-XXX-XXX,Fine & Applied Arts,9680,Top 10% TA,,9,8,7,28,34,33,30,31,27,,
FY2024,1B1-KR-XXX-XXX,Fine & Applied Arts,9700,Next 20% TA,,17,11,17,30,29,29,33,29,29,,
FY2024,1B1-KR-XXX-XXX,Fine & Applied Arts,9720,Middle 40% TA,,37,42,40,25,24,25,26,29,32,,
FY2024,1B1-KR-XXX-XXX,Fine & Applied Arts,9740,Next 20% TA,,21,21,23,9,10,9,10,6,8,,
FY2024,1B1-KR-XXX-XXX,Fine & Applied Arts,9760,Bottom 10% TA,,17,17,13,7,3,4,2,5,3,,
FY2024,1B1-KR-XXX-XXX,Fine & Applied Arts,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KS-KS0-211,CIC Traveling Scholars,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KS-KS0-211,CIC Traveling Scholars,9520,% Sections using ICES,,0,0,0,,,,,,,,
FY2024,1B1-KS-KS0-211,CIC Traveling Scholars,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KS-KS0-211,CIC Traveling Scholars,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-211,CIC Traveling Scholars,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-211,CIC Traveling Scholars,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-211,CIC Traveling Scholars,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-211,CIC Traveling Scholars,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-211,CIC Traveling Scholars,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KS-KS0-211,CIC Traveling Scholars,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-211,CIC Traveling Scholars,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-211,CIC Traveling Scholars,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-211,CIC Traveling Scholars,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-211,CIC Traveling Scholars,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-211,CIC Traveling Scholars,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KS-KS0-297,Grad Coll Minority Affairs,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KS-KS0-297,Grad Coll Minority Affairs,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KS-KS0-297,Grad Coll Minority Affairs,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KS-KS0-297,Grad Coll Minority Affairs,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-297,Grad Coll Minority Affairs,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-297,Grad Coll Minority Affairs,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-297,Grad Coll Minority Affairs,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-297,Grad Coll Minority Affairs,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-297,Grad Coll Minority Affairs,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KS-KS0-297,Grad Coll Minority Affairs,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-297,Grad Coll Minority Affairs,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-297,Grad Coll Minority Affairs,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-297,Grad Coll Minority Affairs,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-297,Grad Coll Minority Affairs,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-297,Grad Coll Minority Affairs,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KS-KS0-419,Center for Advanced St Crses,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KS-KS0-419,Center for Advanced St Crses,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KS-KS0-419,Center for Advanced St Crses,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KS-KS0-419,Center for Advanced St Crses,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-419,Center for Advanced St Crses,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-419,Center for Advanced St Crses,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-419,Center for Advanced St Crses,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-419,Center for Advanced St Crses,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-419,Center for Advanced St Crses,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KS-KS0-419,Center for Advanced St Crses,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-419,Center for Advanced St Crses,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-419,Center for Advanced St Crses,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-419,Center for Advanced St Crses,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-419,Center for Advanced St Crses,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-419,Center for Advanced St Crses,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KS-KS0-486,Graduate College Admin,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KS-KS0-486,Graduate College Admin,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KS-KS0-486,Graduate College Admin,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KS-KS0-486,Graduate College Admin,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-486,Graduate College Admin,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-486,Graduate College Admin,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-486,Graduate College Admin,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-486,Graduate College Admin,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-486,Graduate College Admin,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KS-KS0-486,Graduate College Admin,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-486,Graduate College Admin,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-486,Graduate College Admin,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-486,Graduate College Admin,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-486,Graduate College Admin,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-486,Graduate College Admin,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KS-KS0-683,Fellowships,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KS-KS0-683,Fellowships,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KS-KS0-683,Fellowships,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KS-KS0-683,Fellowships,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-683,Fellowships,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-683,Fellowships,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-683,Fellowships,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-683,Fellowships,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-683,Fellowships,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KS-KS0-683,Fellowships,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-683,Fellowships,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-683,Fellowships,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-683,Fellowships,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-683,Fellowships,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-683,Fellowships,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KS-KS0-840,Office of Professional Edu,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KS-KS0-840,Office of Professional Edu,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KS-KS0-840,Office of Professional Edu,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KS-KS0-840,Office of Professional Edu,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-840,Office of Professional Edu,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-840,Office of Professional Edu,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-840,Office of Professional Edu,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-840,Office of Professional Edu,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KS-KS0-840,Office of Professional Edu,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KS-KS0-840,Office of Professional Edu,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-840,Office of Professional Edu,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-840,Office of Professional Edu,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-840,Office of Professional Edu,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-840,Office of Professional Edu,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-840,Office of Professional Edu,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KS-KS0-913,Graduate College Programs,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KS-KS0-913,Graduate College Programs,9520,% Sections using ICES,,50,21.4,0,,,,9.1,,,,
FY2024,1B1-KS-KS0-913,Graduate College Programs,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KS-KS0-913,Graduate College Programs,9560,Top 10% Faculty,,0,0,,,,,0,,,,
FY2024,1B1-KS-KS0-913,Graduate College Programs,9580,Next 20% Faculty,,13,0,,,,,0,,,,
FY2024,1B1-KS-KS0-913,Graduate College Programs,9600,Middle 40% Faculty,,63,100,,,,,100,,,,
FY2024,1B1-KS-KS0-913,Graduate College Programs,9620,Next 20% Faculty,,0,0,,,,,0,,,,
FY2024,1B1-KS-KS0-913,Graduate College Programs,9640,Bottom 10% Faculty,,25,0,,,,,0,,,,
FY2024,1B1-KS-KS0-913,Graduate College Programs,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KS-KS0-913,Graduate College Programs,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-913,Graduate College Programs,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-913,Graduate College Programs,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-913,Graduate College Programs,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-913,Graduate College Programs,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KS-KS0-913,Graduate College Programs,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KS-XXX-XXX,Graduate College,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KS-XXX-XXX,Graduate College,9520,% Sections using ICES,,40,17.6,0,,,,7.1,,,,
FY2024,1B1-KS-XXX-XXX,Graduate College,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KS-XXX-XXX,Graduate College,9560,Top 10% Faculty,,0,0,,,,,0,,,,
FY2024,1B1-KS-XXX-XXX,Graduate College,9580,Next 20% Faculty,,13,0,,,,,0,,,,
FY2024,1B1-KS-XXX-XXX,Graduate College,9600,Middle 40% Faculty,,63,100,,,,,100,,,,
FY2024,1B1-KS-XXX-XXX,Graduate College,9620,Next 20% Faculty,,0,0,,,,,0,,,,
FY2024,1B1-KS-XXX-XXX,Graduate College,9640,Bottom 10% Faculty,,25,0,,,,,0,,,,
FY2024,1B1-KS-XXX-XXX,Graduate College,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KS-XXX-XXX,Graduate College,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KS-XXX-XXX,Graduate College,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KS-XXX-XXX,Graduate College,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KS-XXX-XXX,Graduate College,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KS-XXX-XXX,Graduate College,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KS-XXX-XXX,Graduate College,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KT-KT0-238,Institute Communications Res,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KT-KT0-238,Institute Communications Res,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KT-KT0-238,Institute Communications Res,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KT-KT0-238,Institute Communications Res,9560,Top 10% Faculty,,,,,13,9,26,10,12,10,,
FY2024,1B1-KT-KT0-238,Institute Communications Res,9580,Next 20% Faculty,,,,,21,33,24,35,23,27,,
FY2024,1B1-KT-KT0-238,Institute Communications Res,9600,Middle 40% Faculty,,,,,54,47,29,35,49,42,,
FY2024,1B1-KT-KT0-238,Institute Communications Res,9620,Next 20% Faculty,,,,,13,2,17,13,14,13,,
FY2024,1B1-KT-KT0-238,Institute Communications Res,9640,Bottom 10% Faculty,,,,,0,9,5,6,2,8,,
FY2024,1B1-KT-KT0-238,Institute Communications Res,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KT-KT0-238,Institute Communications Res,9680,Top 10% TA,,,,,0,9,8,0,7,0,,
FY2024,1B1-KT-KT0-238,Institute Communications Res,9700,Next 20% TA,,,,,42,26,23,14,24,27,,
FY2024,1B1-KT-KT0-238,Institute Communications Res,9720,Middle 40% TA,,,,,50,38,48,59,38,27,,
