Year Published,Unit Code,Unit Name,Item,,2023-2024,2022-2023,2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2011 Target,2013 Target
FY2024,1B1-KY-KY0-581,Kinesiology & Community Health,9700,Next 20% TA,,12,18,15,22,28,28,31,37,32,,
FY2024,1B1-KY-KY0-581,Kinesiology & Community Health,9720,Middle 40% TA,,38,41,45,33,35,18,25,23,29,,
FY2024,1B1-KY-KY0-581,Kinesiology & Community Health,9740,Next 20% TA,,25,20,20,10,2,6,10,5,10,,
FY2024,1B1-KY-KY0-581,Kinesiology & Community Health,9760,Bottom 10% TA,,16,16,15,4,4,4,0,2,7,,
FY2024,1B1-KY-KY0-581,Kinesiology & Community Health,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KY-KY0-582,Motorcycle Rider Program,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KY-KY0-582,Motorcycle Rider Program,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KY-KY0-582,Motorcycle Rider Program,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KY-KY0-582,Motorcycle Rider Program,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KY-KY0-582,Motorcycle Rider Program,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KY-KY0-582,Motorcycle Rider Program,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KY-KY0-582,Motorcycle Rider Program,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KY-KY0-582,Motorcycle Rider Program,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KY-KY0-582,Motorcycle Rider Program,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KY-KY0-582,Motorcycle Rider Program,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KY-KY0-582,Motorcycle Rider Program,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KY-KY0-582,Motorcycle Rider Program,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KY-KY0-582,Motorcycle Rider Program,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KY-KY0-582,Motorcycle Rider Program,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KY-KY0-582,Motorcycle Rider Program,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KY-KY0-623,"Wounded Veterans Higher Ed,Ctr",9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KY-KY0-623,"Wounded Veterans Higher Ed,Ctr",9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KY-KY0-623,"Wounded Veterans Higher Ed,Ctr",9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KY-KY0-623,"Wounded Veterans Higher Ed,Ctr",9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KY-KY0-623,"Wounded Veterans Higher Ed,Ctr",9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KY-KY0-623,"Wounded Veterans Higher Ed,Ctr",9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KY-KY0-623,"Wounded Veterans Higher Ed,Ctr",9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KY-KY0-623,"Wounded Veterans Higher Ed,Ctr",9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KY-KY0-623,"Wounded Veterans Higher Ed,Ctr",9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KY-KY0-623,"Wounded Veterans Higher Ed,Ctr",9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KY-KY0-623,"Wounded Veterans Higher Ed,Ctr",9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KY-KY0-623,"Wounded Veterans Higher Ed,Ctr",9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KY-KY0-623,"Wounded Veterans Higher Ed,Ctr",9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KY-KY0-623,"Wounded Veterans Higher Ed,Ctr",9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KY-KY0-623,"Wounded Veterans Higher Ed,Ctr",9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KY-KY0-679,Speech & Hearing Science,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KY-KY0-679,Speech & Hearing Science,9520,% Sections using ICES,,92.6,76.5,66.7,31.7,60.8,58.1,65.1,58.1,57.8,,
FY2024,1B1-KY-KY0-679,Speech & Hearing Science,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KY-KY0-679,Speech & Hearing Science,9560,Top 10% Faculty,,4,6,3,19,22,30,24,7,21,,
FY2024,1B1-KY-KY0-679,Speech & Hearing Science,9580,Next 20% Faculty,,20,16,14,30,29,23,18,29,20,,
FY2024,1B1-KY-KY0-679,Speech & Hearing Science,9600,Middle 40% Faculty,,40,43,41,46,36,38,30,44,46,,
FY2024,1B1-KY-KY0-679,Speech & Hearing Science,9620,Next 20% Faculty,,21,17,26,5,7,8,16,15,7,,
FY2024,1B1-KY-KY0-679,Speech & Hearing Science,9640,Bottom 10% Faculty,,16,17,17,0,7,1,13,4,7,,
FY2024,1B1-KY-KY0-679,Speech & Hearing Science,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KY-KY0-679,Speech & Hearing Science,9680,Top 10% TA,,2,11,0,38,40,63,23,60,15,,
FY2024,1B1-KY-KY0-679,Speech & Hearing Science,9700,Next 20% TA,,9,11,17,25,40,16,50,24,15,,
FY2024,1B1-KY-KY0-679,Speech & Hearing Science,9720,Middle 40% TA,,53,56,42,25,20,16,23,12,45,,
FY2024,1B1-KY-KY0-679,Speech & Hearing Science,9740,Next 20% TA,,26,17,42,0,0,5,0,4,25,,
FY2024,1B1-KY-KY0-679,Speech & Hearing Science,9760,Bottom 10% TA,,9,6,0,13,0,0,5,0,0,,
FY2024,1B1-KY-KY0-679,Speech & Hearing Science,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KY-KY0-682,Applied Health Sciences Admin,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KY-KY0-682,Applied Health Sciences Admin,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KY-KY0-682,Applied Health Sciences Admin,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KY-KY0-682,Applied Health Sciences Admin,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KY-KY0-682,Applied Health Sciences Admin,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KY-KY0-682,Applied Health Sciences Admin,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KY-KY0-682,Applied Health Sciences Admin,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KY-KY0-682,Applied Health Sciences Admin,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KY-KY0-682,Applied Health Sciences Admin,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KY-KY0-682,Applied Health Sciences Admin,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KY-KY0-682,Applied Health Sciences Admin,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KY-KY0-682,Applied Health Sciences Admin,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KY-KY0-682,Applied Health Sciences Admin,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KY-KY0-682,Applied Health Sciences Admin,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KY-KY0-682,Applied Health Sciences Admin,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KY-KY0-714,"Recreation,Sport,& Tourism",9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KY-KY0-714,"Recreation,Sport,& Tourism",9520,% Sections using ICES,,80,73.5,77,33.3,67,68,59.6,84,73.9,,
FY2024,1B1-KY-KY0-714,"Recreation,Sport,& Tourism",9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KY-KY0-714,"Recreation,Sport,& Tourism",9560,Top 10% Faculty,,7,0,3,27,15,18,18,19,15,,
FY2024,1B1-KY-KY0-714,"Recreation,Sport,& Tourism",9580,Next 20% Faculty,,13,24,20,38,37,30,27,31,34,,
FY2024,1B1-KY-KY0-714,"Recreation,Sport,& Tourism",9600,Middle 40% Faculty,,48,49,48,27,37,40,35,31,34,,
FY2024,1B1-KY-KY0-714,"Recreation,Sport,& Tourism",9620,Next 20% Faculty,,14,16,24,8,7,7,12,14,11,,
FY2024,1B1-KY-KY0-714,"Recreation,Sport,& Tourism",9640,Bottom 10% Faculty,,17,11,6,0,3,5,8,5,6,,
FY2024,1B1-KY-KY0-714,"Recreation,Sport,& Tourism",9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KY-KY0-714,"Recreation,Sport,& Tourism",9680,Top 10% TA,,0,13,0,0,0,0,50,25,67,,
FY2024,1B1-KY-KY0-714,"Recreation,Sport,& Tourism",9700,Next 20% TA,,26,23,4,25,40,0,0,25,33,,
FY2024,1B1-KY-KY0-714,"Recreation,Sport,& Tourism",9720,Middle 40% TA,,68,58,73,50,20,89,50,25,0,,
FY2024,1B1-KY-KY0-714,"Recreation,Sport,& Tourism",9740,Next 20% TA,,5,6,19,25,40,11,0,0,0,,
FY2024,1B1-KY-KY0-714,"Recreation,Sport,& Tourism",9760,Bottom 10% TA,,0,0,4,0,0,0,0,25,0,,
FY2024,1B1-KY-KY0-714,"Recreation,Sport,& Tourism",9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KY-KY0-754,Applied Health Sci Courses,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KY-KY0-754,Applied Health Sci Courses,9520,% Sections using ICES,,81.8,154.5,114.3,12.5,8.3,28.6,14.3,10,22.2,,
FY2024,1B1-KY-KY0-754,Applied Health Sci Courses,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KY-KY0-754,Applied Health Sci Courses,9560,Top 10% Faculty,,0,0,13,0,,25,100,100,50,,
FY2024,1B1-KY-KY0-754,Applied Health Sci Courses,9580,Next 20% Faculty,,0,12,13,100,,25,0,0,50,,
FY2024,1B1-KY-KY0-754,Applied Health Sci Courses,9600,Middle 40% Faculty,,33,24,25,0,,50,0,0,0,,
FY2024,1B1-KY-KY0-754,Applied Health Sci Courses,9620,Next 20% Faculty,,44,41,50,0,,0,0,0,0,,
FY2024,1B1-KY-KY0-754,Applied Health Sci Courses,9640,Bottom 10% Faculty,,22,24,0,0,,0,0,0,0,,
FY2024,1B1-KY-KY0-754,Applied Health Sci Courses,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KY-KY0-754,Applied Health Sci Courses,9680,Top 10% TA,,,,,,0,,,,,,
FY2024,1B1-KY-KY0-754,Applied Health Sci Courses,9700,Next 20% TA,,,,,,0,,,,,,
FY2024,1B1-KY-KY0-754,Applied Health Sci Courses,9720,Middle 40% TA,,,,,,100,,,,,,
FY2024,1B1-KY-KY0-754,Applied Health Sci Courses,9740,Next 20% TA,,,,,,0,,,,,,
FY2024,1B1-KY-KY0-754,Applied Health Sci Courses,9760,Bottom 10% TA,,,,,,0,,,,,,
FY2024,1B1-KY-KY0-754,Applied Health Sci Courses,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KY-KY0-878,Health and Wellness Initiative,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KY-KY0-878,Health and Wellness Initiative,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KY-KY0-878,Health and Wellness Initiative,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KY-KY0-878,Health and Wellness Initiative,9560,Top 10% Faculty,,,,,0,21,20,14,22,0,,
FY2024,1B1-KY-KY0-878,Health and Wellness Initiative,9580,Next 20% Faculty,,,,,63,64,50,43,22,25,,
FY2024,1B1-KY-KY0-878,Health and Wellness Initiative,9600,Middle 40% Faculty,,,,,38,14,20,29,56,75,,
FY2024,1B1-KY-KY0-878,Health and Wellness Initiative,9620,Next 20% Faculty,,,,,0,0,10,14,0,0,,
FY2024,1B1-KY-KY0-878,Health and Wellness Initiative,9640,Bottom 10% Faculty,,,,,0,0,0,0,0,0,,
FY2024,1B1-KY-KY0-878,Health and Wellness Initiative,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KY-KY0-878,Health and Wellness Initiative,9680,Top 10% TA,,,,,50,,,,,,,
FY2024,1B1-KY-KY0-878,Health and Wellness Initiative,9700,Next 20% TA,,,,,50,,,,,,,
FY2024,1B1-KY-KY0-878,Health and Wellness Initiative,9720,Middle 40% TA,,,,,0,,,,,,,
FY2024,1B1-KY-KY0-878,Health and Wellness Initiative,9740,Next 20% TA,,,,,0,,,,,,,
FY2024,1B1-KY-KY0-878,Health and Wellness Initiative,9760,Bottom 10% TA,,,,,0,,,,,,,
FY2024,1B1-KY-KY0-878,Health and Wellness Initiative,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KY-KY0-918,"Health, Aging,& Disablty, Ctr",9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KY-KY0-918,"Health, Aging,& Disablty, Ctr",9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KY-KY0-918,"Health, Aging,& Disablty, Ctr",9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KY-KY0-918,"Health, Aging,& Disablty, Ctr",9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KY-KY0-918,"Health, Aging,& Disablty, Ctr",9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KY-KY0-918,"Health, Aging,& Disablty, Ctr",9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KY-KY0-918,"Health, Aging,& Disablty, Ctr",9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KY-KY0-918,"Health, Aging,& Disablty, Ctr",9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KY-KY0-918,"Health, Aging,& Disablty, Ctr",9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KY-KY0-918,"Health, Aging,& Disablty, Ctr",9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KY-KY0-918,"Health, Aging,& Disablty, Ctr",9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KY-KY0-918,"Health, Aging,& Disablty, Ctr",9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KY-KY0-918,"Health, Aging,& Disablty, Ctr",9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KY-KY0-918,"Health, Aging,& Disablty, Ctr",9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KY-KY0-918,"Health, Aging,& Disablty, Ctr",9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KY-KY0-943,Disability Res & Educ Svcs,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KY-KY0-943,Disability Res & Educ Svcs,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KY-KY0-943,Disability Res & Educ Svcs,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KY-KY0-943,Disability Res & Educ Svcs,9560,Top 10% Faculty,,,,,0,0,0,40,0,50,,
FY2024,1B1-KY-KY0-943,Disability Res & Educ Svcs,9580,Next 20% Faculty,,,,,100,50,100,60,0,0,,
FY2024,1B1-KY-KY0-943,Disability Res & Educ Svcs,9600,Middle 40% Faculty,,,,,0,50,0,0,100,50,,
FY2024,1B1-KY-KY0-943,Disability Res & Educ Svcs,9620,Next 20% Faculty,,,,,0,0,0,0,0,0,,
FY2024,1B1-KY-KY0-943,Disability Res & Educ Svcs,9640,Bottom 10% Faculty,,,,,0,0,0,0,0,0,,
FY2024,1B1-KY-KY0-943,Disability Res & Educ Svcs,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KY-KY0-943,Disability Res & Educ Svcs,9680,Top 10% TA,,,,,,,,,0,,,
FY2024,1B1-KY-KY0-943,Disability Res & Educ Svcs,9700,Next 20% TA,,,,,,,,,100,,,
FY2024,1B1-KY-KY0-943,Disability Res & Educ Svcs,9720,Middle 40% TA,,,,,,,,,0,,,
FY2024,1B1-KY-KY0-943,Disability Res & Educ Svcs,9740,Next 20% TA,,,,,,,,,0,,,
FY2024,1B1-KY-KY0-943,Disability Res & Educ Svcs,9760,Bottom 10% TA,,,,,,,,,0,,,
FY2024,1B1-KY-KY0-943,Disability Res & Educ Svcs,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KY-KY0-981,Disability Res Institute,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KY-KY0-981,Disability Res Institute,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KY-KY0-981,Disability Res Institute,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KY-KY0-981,Disability Res Institute,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KY-KY0-981,Disability Res Institute,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KY-KY0-981,Disability Res Institute,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KY-KY0-981,Disability Res Institute,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KY-KY0-981,Disability Res Institute,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KY-KY0-981,Disability Res Institute,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KY-KY0-981,Disability Res Institute,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KY-KY0-981,Disability Res Institute,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KY-KY0-981,Disability Res Institute,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KY-KY0-981,Disability Res Institute,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KY-KY0-981,Disability Res Institute,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KY-KY0-981,Disability Res Institute,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KY-XXX-XXX,Applied Health Sciences,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KY-XXX-XXX,Applied Health Sciences,9520,% Sections using ICES,,83.9,78.7,77.9,38,73.2,72.9,71.1,72.1,69.8,,
FY2024,1B1-KY-XXX-XXX,Applied Health Sciences,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KY-XXX-XXX,Applied Health Sciences,9560,Top 10% Faculty,,4,5,5,20,25,24,26,21,19,,
FY2024,1B1-KY-XXX-XXX,Applied Health Sciences,9580,Next 20% Faculty,,16,20,16,37,35,31,26,29,31,,
FY2024,1B1-KY-XXX-XXX,Applied Health Sciences,9600,Middle 40% Faculty,,49,46,42,35,30,34,29,33,36,,
FY2024,1B1-KY-XXX-XXX,Applied Health Sciences,9620,Next 20% Faculty,,21,18,27,6,6,8,12,11,7,,
FY2024,1B1-KY-XXX-XXX,Applied Health Sciences,9640,Bottom 10% Faculty,,10,11,10,3,5,3,7,5,7,,
FY2024,1B1-KY-XXX-XXX,Applied Health Sciences,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KY-XXX-XXX,Applied Health Sciences,9680,Top 10% TA,,7,8,4,31,30,43,32,37,22,,
FY2024,1B1-KY-XXX-XXX,Applied Health Sciences,9700,Next 20% TA,,13,18,14,23,29,26,34,35,30,,
FY2024,1B1-KY-XXX-XXX,Applied Health Sciences,9720,Middle 40% TA,,44,44,48,32,33,21,25,22,30,,
FY2024,1B1-KY-XXX-XXX,Applied Health Sciences,9740,Next 20% TA,,24,18,21,10,4,6,8,4,11,,
FY2024,1B1-KY-XXX-XXX,Applied Health Sciences,9760,Bottom 10% TA,,13,12,12,5,3,4,1,2,6,,
FY2024,1B1-KY-XXX-XXX,Applied Health Sciences,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-LB-LB0-761,Medicine Administration,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-LB-LB0-761,Medicine Administration,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-LB-LB0-761,Medicine Administration,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-LB-LB0-761,Medicine Administration,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB0-761,Medicine Administration,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB0-761,Medicine Administration,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB0-761,Medicine Administration,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB0-761,Medicine Administration,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB0-761,Medicine Administration,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-LB-LB0-761,Medicine Administration,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB0-761,Medicine Administration,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB0-761,Medicine Administration,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB0-761,Medicine Administration,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB0-761,Medicine Administration,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB0-761,Medicine Administration,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-LB-LB1-201,Medical Biochemistry,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-LB-LB1-201,Medical Biochemistry,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-LB-LB1-201,Medical Biochemistry,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-LB-LB1-201,Medical Biochemistry,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB1-201,Medical Biochemistry,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB1-201,Medical Biochemistry,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB1-201,Medical Biochemistry,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB1-201,Medical Biochemistry,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB1-201,Medical Biochemistry,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-LB-LB1-201,Medical Biochemistry,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB1-201,Medical Biochemistry,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB1-201,Medical Biochemistry,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB1-201,Medical Biochemistry,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB1-201,Medical Biochemistry,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB1-201,Medical Biochemistry,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-LB-LB1-516,Medical Information Science,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-LB-LB1-516,Medical Information Science,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-LB-LB1-516,Medical Information Science,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-LB-LB1-516,Medical Information Science,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB1-516,Medical Information Science,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB1-516,Medical Information Science,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB1-516,Medical Information Science,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB1-516,Medical Information Science,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB1-516,Medical Information Science,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-LB-LB1-516,Medical Information Science,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB1-516,Medical Information Science,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB1-516,Medical Information Science,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB1-516,Medical Information Science,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB1-516,Medical Information Science,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB1-516,Medical Information Science,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-LB-LB1-552,Pathology,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-LB-LB1-552,Pathology,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-LB-LB1-552,Pathology,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-LB-LB1-552,Pathology,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB1-552,Pathology,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB1-552,Pathology,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB1-552,Pathology,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB1-552,Pathology,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB1-552,Pathology,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-LB-LB1-552,Pathology,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB1-552,Pathology,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB1-552,Pathology,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB1-552,Pathology,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB1-552,Pathology,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB1-552,Pathology,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-LB-LB1-609,Medical Cell & Develpmtl Biol,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-LB-LB1-609,Medical Cell & Develpmtl Biol,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-LB-LB1-609,Medical Cell & Develpmtl Biol,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-LB-LB1-609,Medical Cell & Develpmtl Biol,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB1-609,Medical Cell & Develpmtl Biol,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB1-609,Medical Cell & Develpmtl Biol,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB1-609,Medical Cell & Develpmtl Biol,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB1-609,Medical Cell & Develpmtl Biol,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-LB-LB1-609,Medical Cell & Develpmtl Biol,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-LB-LB1-609,Medical Cell & Develpmtl Biol,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-LB-LB1-609,Medical Cell & Develpmtl Biol,9700,Next 20% TA,,,,,,,,,,,,
